trade_id,side,entry_time,entry_price,exit_time,exit_price,quantity,pnl,pnl_pct,commission,exit_reason
1,LONG,2024-01-03 10:45:00,1131.1,2024-01-03 14:30:00,1143.6,10,12158795.0,1.0749531429581822,341204.99999999994,Take profit (gap at open)
2,LONG,2024-01-04 10:45:00,1150.2,2024-01-04 13:15:00,1163.890909090909,10,13343795.45454528,1.1601282780860094,347113.6363636363,Take profit
3,LONG,2024-01-05 14:30:00,1163.7,2024-01-08 13:45:00,1161.1545454545455,10,-2894182.7272726856,-0.2487052270578917,348728.18181818177,Stop loss
4,LONG,2024-01-09 14:15:00,1164.9,2024-01-10 09:00:00,1162.381818181818,10,-2867274.0909093013,-0.2461390755351791,349092.27272727265,Stop loss
5,LONG,2024-01-10 10:45:00,1169.8,2024-01-10 10:45:00,1167.3727272727274,10,-2777848.636363475,-0.2374635524331916,350575.90909090906,Stop loss
6,LONG,2024-01-11 10:00:00,1174.7,2024-01-11 10:00:00,1171.9272727272728,10,-3124721.363636343,-0.26600164838991597,351994.0909090908,Stop loss
7,LONG,2024-01-16 11:00:00,1163.7,2024-01-16 13:00:00,1160.9409090909091,10,-3107787.045454537,-0.26706084432882504,348696.13636363635,Stop loss
8,LONG,2024-01-16 14:30:00,1171.0,2024-01-17 09:15:00,1168.259090909091,10,-3091797.9545454625,-0.264030568278861,350888.86363636353,Stop loss
9,LONG,2024-01-17 10:30:00,1178.6,2024-01-17 11:15:00,1175.8954545454546,10,-3057719.772727086,-0.25943660043501493,353174.3181818181,Stop loss
10,LONG,2024-01-19 10:15:00,1188.3,2024-01-19 10:15:00,1185.290909090909,10,-3365129.545454537,-0.283188550488474,356038.6363636363,Stop loss
11,LONG,2024-01-22 14:30:00,1195.8,2024-01-23 09:00:00,1192.7,10,-3458274.999999909,-0.289201789596915,358274.99999999994,Stop loss (gap at open)
12,LONG,2024-01-30 14:00:00,1185.1,2024-01-30 14:00:00,1183.5363636363636,10,-1918931.8181817601,-0.16192151026763651,355295.4545454545,Stop loss
13,LONG,2024-02-01 10:00:00,1173.8,2024-02-05 13:30:00,1189.1545454545455,10,15000102.272727406,1.2779095478554614,354443.18181818177,Take profit
14,LONG,2024-02-05 14:00:00,1203.4,2024-02-06 10:00:00,1200.540909090909,10,-3219682.0454546735,-0.26754878223821454,360591.1363636363,Stop loss
15,LONG,2024-02-07 11:00:00,1209.6,2024-02-07 14:00:00,1217.8181818181818,10,7854069.09090912,0.6493112674362698,364112.7272727272,Take profit
16,LONG,2024-02-15 14:00:00,1227.0,2024-02-15 14:00:00,1225.1045454545456,10,-2263270.227272595,-0.18445560124471025,367815.68181818177,Stop loss
17,LONG,2024-02-16 14:30:00,1231.3,2024-02-19 14:15:00,1242.1909090909091,10,10519885.454545554,0.8543722451511049,371023.63636363635,Take profit
18,LONG,2024-02-21 10:15:00,1247.7,2024-02-21 10:30:00,1244.75,10,-3323867.5000000456,-0.2663995752184055,373867.49999999994,Stop loss
19,LONG,2024-02-21 14:15:00,1241.1,2024-02-22 09:30:00,1238.3818181818183,10,-3090104.0909088925,-0.24898107250897528,371922.2727272727,Stop loss
20,LONG,2024-02-23 10:45:00,1249.8,2024-02-23 13:45:00,1246.95,10,-3224512.499999909,-0.2580022803648511,374512.49999999994,Stop loss
21,LONG,2024-02-27 10:00:00,1238.0,2024-02-27 11:00:00,1235.4818181818182,10,-2889204.090909074,-0.23337674401527256,371022.2727272727,Stop loss
22,LONG,2024-02-27 14:15:00,1239.5,2024-02-28 13:15:00,1251.809090909091,10,11935394.54545472,0.9629200924126438,373696.36363636365,Take profit
23,LONG,2024-02-28 14:30:00,1262.6,2024-02-29 13:00:00,1259.35,10,-3628292.5,-0.28736674322825917,378292.49999999994,Stop loss
24,LONG,2024-03-01 14:30:00,1267.9,2024-03-04 10:15:00,1266.2318181818182,10,-2048301.5909091653,-0.16155072094874717,380119.7727272727,Stop loss
25,LONG,2024-03-05 14:00:00,1268.8,2024-03-05 14:15:00,1266.7681818181818,10,-2412153.40909088,-0.19011297360426227,380335.2272727272,Stop loss
26,LONG,2024-03-12 10:15:00,1237.6,2024-03-12 10:15:00,1234.7136363636364,10,-3257210.681818058,-0.2631876762942839,370847.0454545454,Stop loss
27,LONG,2024-03-13 11:00:00,1249.6,2024-03-13 14:15:00,1265.7454545454548,10,15768152.727273049,1.2618560121057176,377301.8181818182,Take profit
28,LONG,2024-03-15 14:15:00,1253.1,2024-03-18 09:45:00,1249.9363636363637,10,-3539091.8181816693,-0.28242692667637614,375455.4545454545,Stop loss
29,LONG,2024-03-20 10:30:00,1241.3,2024-03-21 09:00:00,1262.1272727272728,10,20451758.636363793,1.6476080428876012,375514.0909090908,Take profit
30,LONG,2024-03-22 09:00:00,1287.7,2024-03-22 09:45:00,1293.6545454545455,10,5567342.272727314,0.4323477729849588,387203.18181818177,Take profit
31,LONG,2024-03-26 11:15:00,1278.4,2024-03-28 09:00:00,1295.3909090909092,10,16604840.45454546,1.2988767564569352,386068.63636363635,Take profit
32,LONG,2024-03-28 14:30:00,1305.6,2024-03-29 09:15:00,1302.8681818181817,10,-3123088.4090909255,-0.23920713917669464,391270.2272727272,Stop loss
33,LONG,2024-04-01 10:00:00,1298.5,2024-04-01 10:15:00,1296.0318181818182,10,-2857361.5909091197,-0.22005095039731382,389179.7727272727,Stop loss
34,LONG,2024-04-01 14:15:00,1294.4,2024-04-01 14:15:00,1291.0318181818182,10,-3755996.590909211,-0.2901727897797598,387814.7727272727,Stop loss
35,LONG,2024-04-02 14:15:00,1288.9,2024-04-03 09:00:00,1284.6,10,-4686025.000000182,-0.36356777096750575,386024.99999999994,Stop loss (gap at open)
36,LONG,2024-04-03 10:15:00,1287.9,2024-04-03 10:15:00,1284.6090909090908,10,-3676785.454545645,-0.2854868743338493,385876.36363636353,Stop loss
37,LONG,2024-04-05 14:15:00,1264.5,2024-04-05 14:15:00,1262.0500000000002,10,-2828982.499999818,-0.22372340846182823,378982.5,Stop loss
38,LONG,2024-04-09 14:15:00,1263.5,2024-04-09 14:30:00,1261.2681818181818,10,-2610533.4090909255,-0.20661127100046897,378715.2272727272,Stop loss
39,LONG,2024-04-10 10:15:00,1271.8,2024-04-10 10:15:00,1269.5863636363636,10,-2594844.3181818514,-0.2040292749002871,381207.9545454545,Stop loss
40,LONG,2024-04-12 14:15:00,1281.5,2024-04-15 09:00:00,1278.7954545454545,10,-3088589.7727273144,-0.2410136381371295,384044.3181818181,Stop loss
41,LONG,2024-04-19 14:00:00,1209.3,2024-04-19 14:00:00,1204.9636363636364,10,-4698503.181818103,-0.3885308179788393,362139.5454545454,Stop loss
42,LONG,2024-04-22 10:45:00,1211.6,2024-04-22 11:15:00,1207.840909090909,10,-4122007.045454537,-0.340211872355112,362916.1363636363,Stop loss
43,LONG,2024-04-22 14:00:00,1213.9,2024-04-22 14:00:00,1210.590909090909,10,-3672764.545454719,-0.30255906956542705,363673.6363636363,Stop loss
44,LONG,2024-04-24 10:00:00,1222.2,2024-05-06 09:00:00,1256.727272727273,10,34155433.636363834,2.7945862899986773,371839.09090909094,Take profit
45,LONG,2024-05-06 11:00:00,1263.0,2024-05-09 09:15:00,1279.6545454545458,10,16273147.272727586,1.288451882242881,381398.1818181818,Take profit
46,LONG,2024-05-14 10:00:00,1278.3,2024-05-14 10:15:00,1275.5272727272727,10,-3155801.363636343,-0.24687486221046254,383074.0909090908,Stop loss
47,LONG,2024-05-15 10:15:00,1281.4,2024-05-15 10:15:00,1279.5045454545455,10,-2279590.2272728225,-0.17789841011962093,384135.68181818177,Stop loss
48,LONG,2024-05-16 10:00:00,1300.3,2024-05-20 09:15:00,1318.3727272727272,10,17679926.363636296,1.3596805632266629,392800.90909090906,Take profit
49,LONG,2024-05-23 14:00:00,1293.4,2024-05-23 14:00:00,1290.8772727272726,10,-2910368.86363657,-0.22501692157388045,387641.5909090908,Stop loss
50,LONG,2024-05-24 10:15:00,1297.2,2024-05-24 11:00:00,1294.5636363636363,10,-3025128.181818285,-0.23320445434923567,388764.5454545454,Stop loss
51,LONG,2024-05-28 14:30:00,1291.8,2024-05-29 09:00:00,1290.1090909090908,10,-2078195.4545455081,-0.16087594477051465,387286.36363636353,Stop loss
52,LONG,2024-05-30 14:15:00,1265.3,2024-06-03 09:30:00,1282.8818181818183,10,17199590.909091063,1.3593290847301875,382227.2727272727,Take profit
53,LONG,2024-06-03 10:15:00,1290.3,2024-06-10 09:00:00,1313.0,10,22309505.000000045,1.7290168952956713,390494.99999999994,Take profit (gap at open)
54,LONG,2024-06-11 14:30:00,1308.2,2024-06-11 14:30:00,1306.2954545454545,10,-2296719.7727273596,-0.1755633521424369,392174.3181818181,Stop loss
55,LONG,2024-06-12 11:15:00,1307.8,2024-06-12 14:15:00,1321.2363636363636,10,13042008.18181824,0.9972479111345954,394355.4545454545,Take profit
56,LONG,2024-06-13 14:30:00,1337.5,2024-06-14 09:00:00,1333.6,10,-4300665.00000009,-0.3215450467289787,400664.99999999994,Stop loss (gap at open)
57,LONG,2024-06-18 10:45:00,1316.8,2024-06-18 11:15:00,1314.25,10,-2944657.4999999544,-0.2236222281287936,394657.49999999994,Stop loss
58,LONG,2024-06-18 14:00:00,1321.9,2024-06-18 14:00:00,1319.6772727272728,10,-2618963.8636363884,-0.19812117888163921,396236.5909090908,Stop loss
59,LONG,2024-06-19 14:00:00,1309.8,2024-06-19 14:15:00,1322.8545454545456,10,12659647.27272745,0.9665328502616773,394898.18181818177,Take profit
60,LONG,2024-06-26 14:00:00,1285.9,2024-06-26 14:00:00,1282.9363636363635,10,-3348961.8181820787,-0.26043718937569627,385325.4545454545,Stop loss
61,LONG,2024-06-27 14:30:00,1290.5,2024-06-28 09:45:00,1287.8999999999999,10,-2986760.0000001364,-0.23144207671446232,386759.9999999999,Stop loss
62,LONG,2024-07-01 14:00:00,1279.9,2024-07-01 14:00:00,1277.6499999999999,10,-2633632.5000002272,-0.20576861473554398,383632.4999999999,Stop loss
63,LONG,2024-07-02 10:30:00,1290.5,2024-07-03 14:00:00,1306.8272727272727,10,15937673.636363566,1.2349998943327056,389599.0909090908,Take profit
64,LONG,2024-07-05 10:30:00,1314.7,2024-07-05 10:30:00,1312.3045454545454,10,-2789505.227272822,-0.21217808072357358,394050.68181818177,Stop loss
65,LONG,2024-07-05 14:15:00,1312.7,2024-07-05 14:15:00,1310.5954545454545,10,-2498039.7727274047,-0.19029784206044068,393494.3181818181,Stop loss
66,LONG,2024-07-08 14:30:00,1312.5,2024-07-09 09:30:00,1310.9772727272727,10,-1916248.8636363428,-0.14599991341991184,393521.5909090908,Stop loss
67,LONG,2024-07-09 11:15:00,1313.1,2024-07-10 14:15:00,1310.5727272727272,10,-2920823.6363636116,-0.22243725811923018,393550.90909090906,Stop loss
68,LONG,2024-07-16 10:15:00,1306.4,2024-07-16 13:30:00,1303.6000000000001,10,-3191499.9999999544,-0.24429730557256235,391500.0,Stop loss
69,LONG,2024-07-18 14:30:00,1298.2,2024-07-19 14:15:00,1295.5272727272727,10,-3061786.3636364336,-0.23584858755480156,389059.0909090908,Stop loss
70,LONG,2024-07-22 10:00:00,1301.9,2024-07-22 10:30:00,1298.4090909090908,10,-3880955.4545456897,-0.2980993512977717,390046.36363636353,Stop loss
71,LONG,2024-07-22 14:30:00,1299.5,2024-07-23 13:30:00,1296.790909090909,10,-3098534.5454545827,-0.2384405190807682,389443.6363636363,Stop loss
72,LONG,2024-07-26 14:30:00,1284.7,2024-07-31 09:15:00,1294.6818181818185,10,9594910.909091152,0.7468600380704563,386907.2727272727,Take profit
73,LONG,2024-08-02 14:15:00,1271.9,2024-08-05 09:00:00,1256.8,10,-15479305.000000136,-1.2170221715543783,379304.99999999994,Stop loss (gap at open)
74,LONG,2024-08-07 14:15:00,1253.1,2024-08-07 14:15:00,1250.931818181818,10,-2543786.590909165,-0.20299948854115113,375604.77272727265,Stop loss
75,LONG,2024-08-08 11:15:00,1250.0,2024-08-08 13:00:00,1247.368181818182,10,-3006423.409090789,-0.24051387272726313,374605.2272727273,Stop loss
76,LONG,2024-08-09 10:00:00,1253.0,2024-08-09 10:45:00,1249.9136363636362,10,-3461800.6818183307,-0.27628098019300323,375437.0454545454,Stop loss
77,LONG,2024-08-12 14:15:00,1269.4,2024-08-13 09:00:00,1266.6863636363637,10,-3094049.3181818514,-0.24374108383345292,380412.9545454545,Stop loss
78,LONG,2024-08-16 10:15:00,1272.9,2024-08-16 13:15:00,1283.6,10,10316524.999999817,0.8104741142273405,383474.99999999994,Take profit
79,LONG,2024-08-16 14:30:00,1288.6,2024-08-20 09:00:00,1301.6,10,12611470.0,0.978695483470433,388529.99999999994,Take profit (gap at open)
80,LONG,2024-08-27 10:15:00,1319.7,2024-08-27 10:30:00,1317.3363636363636,10,-2759191.818181942,-0.20907720074122468,395555.4545454545,Stop loss
81,LONG,2024-08-27 14:15:00,1320.0,2024-08-28 11:00:00,1318.2772727272727,10,-2118468.8636363884,-0.16049006542699912,395741.5909090908,Stop loss
82,LONG,2024-08-28 14:30:00,1323.4,2024-08-28 14:30:00,1321.4136363636362,10,-2383085.6818184215,-0.18007296976110182,396722.0454545454,Stop loss
83,LONG,2024-09-04 14:15:00,1313.6,2024-09-04 14:15:00,1311.5454545454545,10,-2448317.272727223,-0.18638225279592135,393771.8181818181,Stop loss
84,LONG,2024-09-06 10:00:00,1310.3,2024-09-06 10:30:00,1308.1772727272728,10,-2515498.863636252,-0.1919788493960354,392771.5909090908,Stop loss
85,LONG,2024-09-11 14:15:00,1297.8,2024-09-11 14:15:00,1294.840909090909,10,-3347987.0454545827,-0.25797403648132095,388896.1363636363,Stop loss
86,LONG,2024-09-12 10:45:00,1302.3,2024-09-12 11:00:00,1299.9681818181818,10,-2722158.4090908347,-0.20902698372808376,390340.2272727272,Stop loss
87,LONG,2024-09-12 14:15:00,1302.5,2024-09-12 14:15:00,1300.7454545454545,10,-2145032.2727272687,-0.16468577909614346,390486.8181818181,Stop loss
88,LONG,2024-09-17 10:15:00,1285.2,2024-09-17 10:45:00,1283.081818181818,10,-2503424.0909092105,-0.19478867809751094,385242.27272727265,Stop loss
89,LONG,2024-09-17 14:00:00,1290.4,2024-09-17 14:15:00,1297.3818181818183,10,6593650.909090926,0.5109772868173377,388167.2727272727,Take profit
90,LONG,2024-09-18 10:30:00,1309.0,2024-09-20 09:00:00,1329.8,10,20404179.999999955,1.5587608861726474,395819.99999999994,Take profit (gap at open)
91,LONG,2024-09-20 10:00:00,1336.3,2024-09-20 13:45:00,1333.490909090909,10,-3209559.5454544914,-0.24018255971372382,400468.63636363635,Stop loss
92,LONG,2024-09-24 14:30:00,1335.6,2024-09-25 11:00:00,1345.990909090909,10,9988670.454545554,0.747878889977954,402238.63636363635,Take profit
93,LONG,2024-09-26 10:00:00,1353.0,2024-09-27 14:15:00,1350.7181818181818,10,-2687375.90909088,-0.19862349660686474,405557.7272727272,Stop loss
94,LONG,2024-09-30 14:30:00,1356.4,2024-10-01 09:30:00,1366.3363636363636,10,9527953.181818012,0.7024442039087299,408410.4545454545,Take profit
95,LONG,2024-10-01 11:15:00,1372.1,2024-10-01 13:15:00,1369.5318181818182,10,-2979426.5909090284,-0.21714354572618821,411244.7727272727,Stop loss
96,LONG,2024-10-02 10:45:00,1359.6,2024-10-02 13:00:00,1356.8000000000002,10,-3207459.999999727,-0.23591203295084784,407460.0,Stop loss
97,LONG,2024-10-11 14:30:00,1365.7,2024-10-14 09:00:00,1375.6,10,9488804.999999864,0.6947942447096628,411194.99999999994,Take profit (gap at open)
98,LONG,2024-10-15 10:00:00,1368.5,2024-10-15 10:15:00,1365.7727272727273,10,-3137413.636363657,-0.22925930846647113,410140.90909090906,Stop loss
99,LONG,2024-10-16 10:45:00,1357.8,2024-10-16 13:00:00,1355.1909090909091,10,-3016039.545454446,-0.2221269366220685,406948.63636363635,Stop loss
100,LONG,2024-10-17 14:15:00,1360.1,2024-10-17 14:15:00,1357.5590909090909,10,-2948557.954545417,-0.21678979152602137,407648.86363636353,Stop loss
101,LONG,2024-10-18 14:15:00,1375.1,2024-10-18 14:15:00,1372.8454545454547,10,-2666737.2727270415,-0.19393042489470158,412191.8181818182,Stop loss
